province,year,population_10k,urbanization_pct,income_yuan,unemployment_pct,population_source,urbanization_source,income_source,unemployment_note,events,deaths_known_total,deaths_lower_total,deaths_unknown_events,injured_known_total,injured_lower_total,injured_unknown_events,records_per_million,no_record_means,employed_10k,tertiary_employed_10k,tertiary_employment_pct,employment_source
湖南,2021,6622,59.71,31993,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
湖南,2022,6604,60.31,34036,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
湖南,2023,6568,61.16,35895,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
湖南,2024,6539,62.07,37679,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,1,0,0,0,30,30,0,0.01529285823520416,公开核实记录,3198,1594,49.84365228267667,R_NBS_EMPLOYMENT
广东,2018,12348,71.81,35810,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广东,2019,12489,72.65,39014,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广东,2020,12624,74.15,41029,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广东,2021,12684,74.63,44993,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广东,2022,12657,74.79,47065,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广东,2023,12706,75.42,49327,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,1,6,6,0,0,25,1,0.007870297497245396,公开核实记录,,,,
广东,2024,12780,75.91,51474,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,3,36,36,0,46,46,0,0.023474178403755867,公开核实记录,7061,3816,54.04333663786999,R_NBS_EMPLOYMENT
广西,2018,4947,51.82,21485,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广西,2019,4982,52.98,23328,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广西,2020,5019,54.2,24562,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广西,2021,5037,55.08,26727,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广西,2022,5047,55.65,27981,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广西,2023,5027,56.78,29514,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广西,2024,5013,57.39,31125,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,2483,1059,42.65002013693113,R_NBS_EMPLOYMENT
海南,2018,982,59.13,24579,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
海南,2019,995,59.37,26679,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
海南,2020,1012,60.27,27904,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
海南,2021,1020,60.97,30457,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
海南,2022,1027,61.49,30957,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
海南,2023,1043,62.46,33192,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
海南,2024,1048,63.08,34829,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,551,324,58.8021778584392,R_NBS_EMPLOYMENT
重庆,2018,3163,66.61,26386,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,2,0,0,0,19,19,0,0.06323110970597534,公开核实记录,,,,
重庆,2019,3188,68.24,28920,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,1,1,1,0,0,0,1,0.03136762860727729,公开核实记录,,,,
重庆,2020,3209,69.46,30824,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
重庆,2021,3212,70.32,33803,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
重庆,2022,3213,70.96,35666,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
重庆,2023,3191,71.67,37595,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,1,0,0,0,1,1,0,0.031338138514572234,公开核实记录,,,,
重庆,2024,3190,72.14,39713,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,1651,882,53.422168382798304,R_NBS_EMPLOYMENT
四川,2018,8321,53.5,22461,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,1,0,0,0,0,17,1,0.012017786323759164,公开核实记录,,,,
四川,2019,8351,55.36,24703,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
四川,2020,8371,56.73,26522,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
四川,2021,8372,57.82,29080,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
四川,2022,8374,58.35,30679,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
四川,2023,8368,59.49,32514,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
四川,2024,8364,60.1,34325,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,1,0,0,0,3,3,0,0.011956001912960305,公开核实记录,4663,2095,44.92815783830152,R_NBS_EMPLOYMENT
贵州,2018,3822,49.54,18430,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
贵州,2019,3848,51.48,20397,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
贵州,2020,3858,53.15,21795,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,1,20,20,0,15,15,0,0.02592016588906169,公开核实记录,,,,
贵州,2021,3852,54.33,23996,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
贵州,2022,3856,54.81,25508,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
贵州,2023,3865,55.94,27098,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
贵州,2024,3860,56.65,28561,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,1869,788,42.161583734617444,R_NBS_EMPLOYMENT
云南,2018,4703,47.44,20084,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
云南,2019,4714,48.67,22082,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,1,0,0,0,54,54,0,0.021213406873143825,公开核实记录,,,,
云南,2020,4722,50.05,23295,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
云南,2021,4690,51.05,25666,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
云南,2022,4693,51.72,26937,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
云南,2023,4673,52.92,28421,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
云南,2024,4655,54.11,29932,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,2707,1074,39.67491688215737,R_NBS_EMPLOYMENT
西藏,2018,354,33.8,17286,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
西藏,2019,361,34.51,19501,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
西藏,2020,366,35.73,21744,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
西藏,2021,366,36.61,24950,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
西藏,2022,364,37.39,26675,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
西藏,2023,365,38.88,28983,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
西藏,2024,370,39.68,31358,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,195,99,50.76923076923077,R_NBS_EMPLOYMENT
陕西,2018,3931,59.65,22528,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,2,13,13,0,19,19,0,0.050877639277537516,公开核实记录,,,,
陕西,2019,3944,61.28,24666,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
陕西,2020,3955,62.66,26226,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,1,2,2,0,1,1,0,0.025284450063211127,公开核实记录,,,,
陕西,2021,3954,63.63,28568,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
陕西,2022,3956,64.02,30116,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
陕西,2023,3952,65.16,32128,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
陕西,2024,3953,66.14,33905,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,2067,1039,50.26608611514272,R_NBS_EMPLOYMENT
甘肃,2018,2515,49.69,17488,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
甘肃,2019,2509,50.7,19139,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
甘肃,2020,2501,52.23,20335,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
甘肃,2021,2490,53.33,22066,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
甘肃,2022,2492,54.19,23273,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
甘肃,2023,2465,55.49,25011,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
甘肃,2024,2458,56.83,26612,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,1297,504,38.858905165767155,R_NBS_EMPLOYMENT
青海,2018,587,57.27,20757,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
青海,2019,590,58.78,22618,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
青海,2020,593,60.08,24037,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
青海,2021,594,61.02,25919,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
青海,2022,595,61.43,27000,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
青海,2023,594,62.8,28587,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
青海,2024,593,63.86,30117,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,267,143,53.558052434456926,R_NBS_EMPLOYMENT
宁夏,2018,710,62.15,22400,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
宁夏,2019,717,63.63,24412,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
宁夏,2020,721,64.96,25735,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
宁夏,2021,725,66.04,27904,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
宁夏,2022,728,66.34,29599,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
宁夏,2023,729,67.31,31604,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
宁夏,2024,729,68.22,33355,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,336,176,52.38095238095238,R_NBS_EMPLOYMENT
新疆,2018,2520,54.01,21500,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
新疆,2019,2559,55.51,23103,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
新疆,2020,2590,56.53,23845,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
新疆,2021,2589,57.26,26075,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
新疆,2022,2587,57.89,27063,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
新疆,2023,2598,59.24,28947,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
新疆,2024,2623,60.36,30899,,R_NBS_POP,R_NBS_URBAN,R_NBS_INCOME,未获取同口径省级连续面板；不以登记失业率替代调查失业率,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,1391,754,54.205607476635514,R_NBS_EMPLOYMENT
北京,2025,2180,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
天津,2025,1363,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
河北,2025,7354,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
山西,2025,3424.01,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
内蒙古,2025,2374,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
辽宁,2025,4131,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
吉林,2025,2296.69,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
黑龙江,2025,3001,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
上海,2025,2485.41,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
江苏,2025,8518,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
浙江,2025,6701,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
安徽,2025,6082,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
福建,2025,4190,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
江西,2025,4474,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
山东,2025,10043,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
河南,2025,9744,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
湖北,2025,5811,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,1,1,1,0,0,4,1,0.017208742040956806,公开核实记录,,,,
湖南,2025,6492,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广东,2025,12859,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
广西,2025,4989,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
海南,2025,1055,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
重庆,2025,3187.26,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
四川,2025,8318,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
贵州,2025,3857,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
云南,2025,4644,,,,R_POP2025_MEDIA,,,本次背景面板以2018—2024同版年鉴为主；2025仅补人口分母，来源为媒体汇总省级公报，证据级别另列。,0,0,0,0,0,0,0,0.0,未检出，不代表实际零发生,,,,
